hoja_origen,columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20
ÍNDICE DE COSTOS 2025,,Ene.-Feb. 2025,Mar.-Abr. 2025,May.-Jun. 2025,Jul.-Ago. 2025,Sept.-Oct. 2025,Nov.-Dic. 2025,Ene.-Feb. 2026,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,,VAR % Mes Anterior,VAR % Mes Anterior,VAR % Mes Anterior,VAR % Mes Anterior,VAR % Mes Anterior,VAR % Mes Anterior,VAR % Mes Anterior,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,MULTIFAMILIAR:,,,,,,,,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,MEDIO – ALTO 115,0.05121170690604682,0.009952592219329093,0.005651110667504899,9.492176960168575e-05,0.004330358578253368,-0.00016935071835244564,0.07491869520140848,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,MEDIO – MEDIO 116,0.05039573468285752,0.009834174165407217,0.005460915948252487,1.7176122586670672e-05,0.0045717125769457745,-7.768004214647739e-05,0.08345820936098858,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,MEDIO – BAJO 117,0.04707764342649279,0.009546272449565185,0.004910501215896534,-0.00042359156618254623,0.005321282785811343,5.1250286818516066e-05,0.04908911184766562,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,ECONÓMICO 118,0.047309438321564645,0.013526679167803368,0.0044186376593572385,-0.0005319063842386118,0.005159109135148943,0.00015062435757684511,0.08300978535431891,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,ECONÓMICO Sin Acabados 119,0.04798145368216056,0.010543448737201033,0.004911548686534317,5.855679592470242e-05,0.005146127764974806,3.8257850025980034e-05,0.08688511685793432,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,MAMPOSTERÍA CONCRETO 120,0.04252482978268224,0.010530974315220876,0.005854896354024031,-0.00021319244336415188,0.006353351962057996,0.00010814479738441296,0.055211322361972126,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,MAMPOSTERIA CONCRETO Sin Acabados 121,0.04186187670676844,0.006282790160915819,0.0065010944337130505,0.00036634300191629166,0.006445870227685502,0.00013493124301766635,0.05536228348495942,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,Promedio de Tipo:,0.046908954786939,0.010030990173634655,0.005386957852183223,-9.024181482227991e-05,0.005332544718696819,3.373968204635679e-05,0.06970493206703535,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,UNIFAMILIARES EN CONJUNTO:,,,,,,,,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,MEDIO 125,0.04920306214872172,0.016488276080103614,0.006400941231355262,0.008482481639118133,0.007467686576619337,0.00030731481677304107,0.03799369602248348,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,BAJO 126,0.049999151147095744,0.015334991972663747,0.005403118356962278,0.00795425505142855,0.006022276755442202,0.0003904839590105347,0.045442328196166226,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,"BAJO 
Sin Acabados 127",0.0517727758704597,0.014360979702566334,0.00799544026703225,0.010915427202114247,0.0067223880372802025,0.00042602418113113494,0.03583858818209207,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,Promedio de Tipo:,0.050324996388759057,0.015394749251777898,0.006599833285116596,0.00911738796422031,0.006737450456447247,0.00037460765230490356,0.03975820413358059,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,VIVIENDA UNIFAMILIAR,,,,,,,,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,"MODULO-BÁSICO
128",0.04685058362293826,0.017176844723444717,0.010427693195675825,-0.0012848811658130455,0.009393929524236011,0.0007345407426520012,0.025444086637662178,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,"INTERÉS PRIORITARIO
129",0.04680090250644353,0.017434498394977682,0.011057606661666664,-0.0009200787616483463,0.009679000971014262,0.0009073606307510307,0.02529394651635508,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,Promedio de Tipo:,0.046825743064690895,0.0173056715592112,0.010742649928671244,-0.001102479963730696,0.009536465247625137,0.0008209506867015159,0.02536901657700863,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,OTROS TIPOS:,,,,,,,,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,EDIFICIO COMERCIAL 3060,0.050741400363394695,0.010319154653853024,0.005521007205402495,0.0004933384526418783,0.004570406667389171,-0.0001532537942263712,0.09656695372897572,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,BODEGA TIPO 1 3065,0.042825954189942395,0.010908082699179089,0.004816891981153981,0.0003485190159281393,0.004981600454958879,0.0005712894302589699,0.07107657541225598,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,BODEGA TIPO 2 3066,0.03460710531429456,0.00962306859661377,0.004752017942892484,0.0005633678703236278,0.004566829572759334,0.0006738631207053869,0.04956702207799868,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,BODEGA TIPO 3 3067,0.03633942971729065,0.009859753224538137,0.004860583873502633,0.0005915825993498824,0.005267495128785105,0.000688743530390501,0.10484369506195146,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,MEZZANINE PISO 1 CUBIERTA LOSA 3068,0.048317852206742784,0.012824052161813593,0.007061784162751272,0.00028714964744280813,0.0044858553868301065,0.0002248362879783139,0.07948377044377941,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,MEZZANINE PISO 2 CIELO RASO 3069,0.047705337196675024,0.016997359918170973,0.011105062632154494,0.0008319594005827824,0.006818676875487983,0.0007124753826700525,0.04482259177239467,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,PARQUEOS EN SÓTANO 170,0.048545629376410826,0.004749603742745245,0.0010978064191666803,-0.0008325812896059492,0.0006892592877153492,-0.00025789397851427864,0.07543653050343402,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,PARQUEOS EN EDIFICIO 171,0.052971715654035134,0.005491840876382326,0.0013588986460287833,-0.0009067029967460005,0.0008531096909296654,-0.0002018155412770728,0.12752733360730129,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,Promedio de Tipo:,0.04525680300234826,0.01009661448416202,0.005071756607881603,0.00017207908748964607,0.004029154133106949,0.0002822805547481877,0.0811655590760114,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,,,,,,,,,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,PROMEDIO PERIODO:,0.0473291243106843,0.013207006367196444,0.006950299418463167,0.002024186318289245,0.006408903638969038,0.000377894643950241,0.053999427963408994,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,,,,,,,,,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,,,,,,,,,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,,,,,,,,,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,,,,,,,,,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,,,,,,,,,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,,,,,,,,,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,,,,,,,,,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,,,,,,,,,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,,,,,,,,,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,,,,,,,,,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,,,,,,,,,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,,,,,,,,,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,TIPO CONSTRUCCIÓN,COSTO DIRECTO,COSTO DIRECTO,COSTO DIRECTO,COSTO DIRECTO,COSTO DIRECTO,COSTO DIRECTO,COSTO DIRECTO,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,MULTIFAMILIAR:,,,,,,,,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,MEDIO – ALTO 115,3791419.975383236,3829533.76331971,3851297.873818183,3851663.480531665,3868415.105066133,3867760.0971152717,4098472.162086016,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,MEDIO – MEDIO 116,3323455.247852035,3356463.292449782,3374893.3011014173,3374951.2696781494,3390451.4391640997,3390188.0892104455,3626081.518372367,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,MEDIO – BAJO 117,2525055.8322482635,2549393.0327196284,2561973.607233041,2560888.836320045,2574588.9521918837,2574720.9073768645,2655407.424300892,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,ECONÓMICO 118,2326870.1782048973,2358776.5923988004,2369245.429477751,2367985.8826689725,2380265.9343951945,2380624.5144333127,2537508.1882460266,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,ECONÓMICO Sin Acabados 119,2151334.598097017,2174258.784128889,2184990.47120784,2185118.424741509,2196421.4903566204,2196505.5239355364,2356039.3525666636,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,MAMPOSTERÍA CONCRETO 120,2048073.3235121549,2069871.0827200986,2082061.3360453648,2081617.5509135358,2094927.361777856,2095153.9417763785,2167758.1156373923,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,MAMPOSTERIA CONCRETO Sin Acabados 121,1856953.6069376743,1868694.220600624,1880922.2739258907,1881611.5891639055,1893818.9000282255,1894074.4698508105,1965783.8920388988,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,,,,,,,,,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,UNIFAMILIARES EN CONJUNTO:,,,,,,,,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,MEDIO 125,1848645.056309998,1879637.0306009324,1891745.9854786333,1907929.9663872363,1922284.9881899795,1922875.9164499205,1921655.8651087629,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,BAJO 126,1943326.232045025,1973591.2378345372,1984312.7142870552,2000222.9981742664,2012341.8778894832,2013127.972070012,2035839.5196517662,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,"BAJO 
Sin Acabados 127",1540408.975749709,1562853.0770675696,1575449.4893534214,1592835.9744777419,1603616.1041929584,1604299.5746055187,1597667.109333174,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,,,,,,,,,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,VIVIENDA UNIFAMILIAR,,,,,,,,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,"MODULO-BÁSICO
128",1468517.33408613,1494182.6779334536,1509927.741165972,1507990.153020125,1522290.4421490917,1523409.4484567242,1506857.9585337124,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,"INTERÉS
PRIORITARIO
129",1375967.3363205376,1400382.299269507,1416040.3161020253,1414738.645121366,1428565.7342503327,1429863.13576709,1411674.1466853172,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,,,,,,,,,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,OTROS TIPOS:,,,,,,,,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,EDIFICIO COMERCIAL 3060,4662970.848820426,4711590.479645509,4737747.618383986,4740086.085118608,4761849.674620599,4761120.014913546,5161390.617785265,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,BODEGA TIPO 1 3065,2163399.3864869033,2187258.1795943747,2197844.9613645915,2198611.2191831097,2209618.656487554,2210881.709839938,2328931.889565622,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,BODEGA TIPO 2 3066,2232151.6706157946,2253840.5326674823,2264601.9618235775,2265878.4849600615,2276273.8396466584,2277808.7709734365,2348562.9418037506,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,BODEGA TIPO 3 3067,2181534.8319555405,2203258.4162294497,2214019.8453855454,2215330.3962998074,2227061.4315419598,2228596.3628687374,2437043.4748895825,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,MEZZANINE PISO 1 CUBIERTA LOSA 3068,2152417.514525116,2180378.806066627,2195885.6767619974,2196516.405673489,2206414.0600704337,2206910.2535797497,2338272.2057630564,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,MEZZANINE PISO 2 CIELO RASO 3069,1400245.1938345898,1424457.205647004,1440453.5323423743,1441652.9290490744,1451550.5834460189,1452585.5148665844,1465953.007026032,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,PARQUEOS EN SÓTANO 170,1930395.4864805501,1939607.8552091094,1941739.5093067759,1940124.198199843,1941462.369169543,1940961.8068070412,2087899.3710747296,,,,,,,,,,,,
ÍNDICE DE COSTOS 2025,PARQUEOS EN EDIFICIO 171,1557928.256904342,1566531.3980704013,1568663.0521680678,1567242.029123635,1568580.200093335,1568263.700105833,1785647.0659942953,,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,,,,,,,,,,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,PORCENTAJES DE INCIDENCIA POR CAPÍTULOS DENTRO DEL COSTO DIRECTO,,,,,,,,,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,,,,,,,,,,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,TIPO:,,MULTIFAMILIARES:,,,,,,,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,Cod.,Capítulo,Medio ,Medio ,Medio,Economico,Economico,M. Estruct.,M. Estruct.,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,,,Alto,Medio,Bajo,Acabados,Sin Acab.,Acabados,Sin Acab.,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,1,Preliminares,0.025359512817279873,0.023240827451391936,0.023072337892498577,0.020024058316158444,0.021566368101540574,0.025314682712266567,0.02791563666613642,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,2,Cimentaciones,0,0,0,0,0,0,0,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,3,Ins. Subterráneas,0,0,0,0,0,0,0,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,4,Mamposterías,0.03670849999726267,0.039810067823947755,0.0455595154217236,0.04902024277407482,0.052795920956716445,0,0,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,5,Pañetes,0.030631690523781424,0.033759695594820234,0.034850196413129045,0.037855809988794675,0.04077157188168581,0.0181894186986067,0.020058288279966717,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,6,Estructuras,0.39181926328180333,0.3795975671557139,0.32253387628249347,0.3437700034930677,0.3702481445340554,0.30462746147920283,0.33592637244709495,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,7,Cubiertas,0.04766268217415542,0.05522461174219125,0.07017704215337234,0.06660661041315336,0.05203860756703359,0.03163509751453989,0.0348854417079368,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,8,Pisos ,0.040674581855098764,0.03902425994280989,0.04094155563463071,0.043328040577391626,0.00988214028748708,0.05477588920502628,0.012791501863012901,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,9,Enchapes,0.014069540933800551,0.012329185059832133,0.007295294075006286,0.005607876784122248,0.0060398113651551864,0.007089552938675991,0.007817968181189926,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,10,Ins. Hidráulicas,0.01670535016926439,0.016549840513203906,0.017704960894116908,0.020781107122250758,0.022381726954637984,0.02626543519277972,0.0289640740930283,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,11,Ins. Eléctricas,0.037173769590294614,0.03918665237943826,0.04675722973048991,0.05178814865159752,0.05577701879825152,0.06084505942184027,0.06709657754969722,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,12,Ap. Sanitarios,0.010940586905293473,0.014132434897730344,0.014015724011543166,0.012349966992467357,0.012250586798872082,0.014379784133906857,0.015857233281660024,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,13,Carp. Madera,0.02963002865601197,0.030903045231523686,0.0351694686490512,0.028299079962718077,0.010987909675747719,0.03879010801264403,0.014222816414164183,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,14,Cerrajerías,0.001976492609756446,0.002190517730781673,0.0029912531638513476,0.00405771148307719,0.004370247934369747,0.005129813203207157,0.002930992122181897,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,15,Carp. Metálica,0.018516096217388797,0.019416877049607595,0.022477164458969346,0.020844921985973996,0.02245045702022586,0.026352429557751883,0.02906000668330277,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,16,Equipos,0.0319097568137283,0.041219229340816226,0.05628676200362596,0.07635443341521733,0.08223546851580778,0.09652829736424427,0.10644608537460708,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,20,Acabados,0.07325759772809291,0.0789326605823945,0.08997908175621268,0.08079292363934491,0.08701582385023975,0.11495931411744752,0.10291690686913513,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,22,Eq. Admon Obra,0.1929645497269873,0.17448252750379686,0.1701885374592855,0.1385190644005899,0.1491881957581734,0.17511765644786018,0.19311009846688573,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,,Total:,1,1.0000000000000002,1,0.9999999999999999,1,1.0000000000000002,1,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,,,,,,,,,,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,,,,,,,,,,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,PORCENTAJES DE INCIDENCIA POR CAPÍTULOS DENTRO DEL COSTO DIRECTO,,,,,,,,,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,,,,,,,,,,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,TIPO:,,UNIFAMILIARES:,,,,,,,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,Cod.,Capítulo,Medio ,Medio ,Medio,Económico,Económico,,,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,,,Alto,Medio,Bajo,Acabados,Sin Acab.,,,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,1,Preliminares,0.028600237644646573,0.026112336450725478,0.03327384421089955,0.03290057849699862,0.03511893921481359,,,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,2,Cimentaciones,0.02352422558285239,0.02260855199239506,0.028809120097258684,0.06109054057491615,0.0349337373664966,,,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,3,Ins. Subterráneas,0.005175441343630616,0.005862201091890778,0.007469954526383246,0.015840246371502935,0.008454146931173738,,,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,4,Mamposterías,0.08016108458804007,0.07680440945168994,0.09786860550100912,0.08590145059143629,0.09169345827946981,,,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,5,Pañetes,0.0589977077539755,0.05036057186300841,0.0344189212824285,0.053595217892871395,0.0548036865752112,,,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,6,Estructuras,0.19796986724788568,0.19071950827407835,0.2430257904445292,0.06062953403418471,0.05870897563166465,,,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,7,Cubiertas,0.07070840052124265,0.0637108557641216,0.06041700076916702,0.055779344978838324,0.05292474115095019,,,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,8,Pisos ,0.06821474945601032,0.0654424017141393,0.01904054675279103,0.03788677137262925,0.033019491745482445,,,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,9,Enchapes,0.00980085346696378,0.007400924234375435,0.002829205273790475,0.005999408485568778,0.004269283835414371,,,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,10,Ins. Hidráulicas,0.02684019163546624,0.02885696408148643,0.036771206937333524,0.048554920030467894,0.04771855884157274,,,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,11,Ins. Eléctricas,0.04766482825544704,0.053989754629863496,0.06227693421481225,0.08712657126244736,0.09300118417188759,,,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,12,Ap. Sanitarios,0.024826946661049575,0.018747586812582952,0.011944627860270791,0.025328915651942497,0.0270367479781201,,,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,13,Carp. Madera,0.03926200621304559,0.02842523395464009,0.018002560496262105,0.0381749303254122,0.04074892050151027,,,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,14,Cerrajerías,0.0048295154029007106,0.005470372203721481,0.003130135321693509,0.00663753902338347,0.007085083003006232,,,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,15,Carp. Metálica,0.03149226721957215,0.028060017741649294,0.02979640997951807,0.03791046974073588,0.04046662834671399,,,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,16,Equipos,0.01951442018359388,0.02210390336056416,0.0014083033861409923,0.002986346506328203,0.003187704478803575,,,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,20,Acabados,0.07950559895262475,0.09814112493566646,0.045511953763053996,0.06374236947874634,0.06804027471238831,,,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,22,Eq. Admon Obra,0.18291165787105257,0.20718328144340126,0.26400487918265775,0.2799148451815899,0.2987884372353206,,,,,,,,,,,,,
DISTRIBUCIÓN COSTOS DIRECTOS,,Total:,1,0.9999999999999999,0.9999999999999998,1.0000000000000002,1,,,,,,,,,,,,,
MANO DE OBRA,1.- SALARIOS DE  MANO DE OBRA,,,,,,,,,,,,MANO DE OBRA,,,1,1.14,1.13,1.13,1
MANO DE OBRA,,Por Ley:,Auxilio Transporte Mensual,,249095,,Auxilio Transporte Diario,,8303.166666666666,,,,Código,Descripción,Un.,Prom. Nacional,Bogotá D.C.,Medellín,Cali,Barranquilla
MANO DE OBRA,,,Salario Mínimo Mensual,,1750905,,Salario Mínimo Diario,,58363.5,,,,60001,Cuadrilla tipo AA Albañilería,HH,45526.46025526667,51900.164691004,51444.90008845133,51444.90008845133,45526.46025526667
MANO DE OBRA,,,,,,,,,,,,,60002,Cuadrilla tipo BB Elec. Sanit.,HH,50079.106280793334,57090.181160104396,56589.39009729646,56589.39009729646,50079.106280793334
MANO DE OBRA,2.- CÁLCULO DE PRESTACIONES:,,,,,,,,,,,,60003,Cuadrilla tipo CC Carpintería,HH,50079.106280793334,57090.181160104396,56589.39009729646,56589.39009729646,50079.106280793334
MANO DE OBRA,Seguridad Social:,,Provisión Prestaciones:,,,Aportes Parafiscales:,,,Otros Aportes:,,,,60004,Cuadrilla tipo DD Acabados,HH,52355.42929355667,59685.1893946546,59161.63510171903,59161.63510171903,52355.42929355667
MANO DE OBRA,Salud,0.085,,Cesantías,0.0833,,Caja Compensación,0.04,,Horas Extras   ,0.02,,60005,Hora Oficial de Obra,HO,28970.468497433336,33026.334087074,32736.629402099665,32736.629402099665,28970.468497433336
MANO DE OBRA,Pensión,0.12,,Intereses,0.009996,,Aportes SENA,0,,Dotación Vestido y Calzado,0.05,,60006,Hora Ayudante de Obra,HO,16555.991757833333,18873.830603929997,18708.270686351665,18708.270686351665,16555.991757833333
MANO DE OBRA,ARL (V),0.0696,,Vacaciones,0.0417,,ICBF,0,,Seguro Colectivo,0.015,,60007,Operador mezcladora,DI,157276.8875418667,179295.651797728,177722.88292230933,177722.88292230933,157276.8875418667
MANO DE OBRA,,,,Prima de Servicios,0.0833,,Fondo Ind. Construcción,0.018000000000000002,,Desgaste de Herramientas,0.05,,60008,Operador de equipos,DI,157276.8875418667,179295.651797728,177722.88292230933,177722.88292230933,157276.8875418667
MANO DE OBRA,Subtotal:,0.2746,,Subtotal:,0.218296,,Subtotal:,0.058,,Subtotal:,0.135,,60510,Cuadrilla WF Losa,HH,174326.65642861667,198732.38832862297,196989.1217643368,196989.1217643368,174326.65642861667
MANO DE OBRA,,,,,,,,,,,,,60520,Cuadrilla WF Muros,HH,203297.12492605002,231758.72241569698,229725.75116643647,229725.75116643647,203297.12492605002
MANO DE OBRA,3.- CÁLCULO DE DESCANSOS REMUNERADOS:,,,,,,,,,,,,60501,Oficial de ejes WF,HH,38795.239811249994,44226.57338482499,43838.62098671249,43838.62098671249,38795.239811249994
MANO DE OBRA,,,,Tiempo Pagado No Laborado,,,,0.2667,,,,,60502,Ayudante de Ejes WF,HH,28970.468497433336,33026.334087074,32736.629402099665,32736.629402099665,28970.468497433336
MANO DE OBRA,,,,Mayor Valor Prestacional por Tiempo,,,,0.1745,,,,,60503,Oficial WF,HH,38795.239811249994,44226.57338482499,43838.62098671249,43838.62098671249,38795.239811249994
MANO DE OBRA,,,,TOTAL:,,,,0.4412,,,,,60504,Ayudante WF,HH,28970.468497433336,33026.334087074,32736.629402099665,32736.629402099665,28970.468497433336
MANO DE OBRA,,,,,,,,,,,,,60505,Ayudante curado WF,HH,28970.468497433336,33026.334087074,32736.629402099665,32736.629402099665,28970.468497433336
MANO DE OBRA,4.- JORNALES DE  MANO DE OBRA,,,,,,,,,,,,60506,Jefe armadores WF,HH,38795.239811249994,44226.57338482499,43838.62098671249,43838.62098671249,38795.239811249994
MANO DE OBRA,,,,AYUDANTE DE OBRA,,OFICIAL DE OBRA,,MAESTRO DE OBRA,,OPERADOR DE EQUIPOS,,,60507,Armador WF,HH,38795.239811249994,44226.57338482499,43838.62098671249,43838.62098671249,38795.239811249994
MANO DE OBRA,,,,Factor:,1,Factor:,1.8,Factor:,2.5,Factor:,1.2,,60508,Ayudante andamios WF,HH,28970.468497433336,33026.334087074,32736.629402099665,32736.629402099665,28970.468497433336
MANO DE OBRA,,,,Mensual,Diario,Mensual,Diario,Mensual,Diario,Mensual,Diario,,60509,Oficial andamios WF,HH,38795.239811249994,44226.57338482499,43838.62098671249,43838.62098671249,38795.239811249994
MANO DE OBRA,,,Salario,1750905,58363.5,3151629,105054.3,4377262.5,145908.75,2101086,70036.2,,60523,Cuadrilla de Excavacion,HH,95194.43552876667,108521.656502794,107569.71214750633,107569.71214750633,95194.43552876667
MANO DE OBRA,,,Auxilio de Transporte,249095,8303.166666666666,249095,8303.166666666666,0,0,249095,8303.166666666666,,60524,Cuadrilla de Fundicion,HH,128306.41904443334,146269.317710654,144986.25352020966,144986.25352020966,128306.41904443334
MANO DE OBRA,,,SUBTOTAL,2000000,66666.66666666667,3400724,113357.46666666667,4377262.5,145908.75,2350181,78339.36666666667,,,,,,,,,
MANO DE OBRA,,,Seguridad Social,480798.51300000004,16026.617100000001,865437.3234,28847.91078,1201996.2825,40066.54275,576958.2156,19231.94052,,ADMINISTRACIÓN DE OBRA,,,,,,,
MANO DE OBRA,,,Provisión Prestaciones,382215.55788,12740.518596,687988.004184,22932.9334728,955538.8947,31851.296489999997,458658.669456,15288.622315199998,,Código,Descripción,Un.,Prom. Nacional,Bogotá D.C.,Medellín,Cali,Barranquilla
MANO DE OBRA,,,Aportes Parafiscales,101552.49,3385.083,182794.48200000002,6093.1494,253881.225,8462.7075,121862.98800000001,4062.0996000000005,,60010,Residente de Obra,MS,10331453.07558,10331453.07558,10331453.07558,10331453.07558,10331453.07558
MANO DE OBRA,,,Otros Aportes:,236372.17500000002,7879.0725,425469.91500000004,14182.330500000002,590930.4375,19697.68125,283646.61000000004,9454.887,,60011,Auxiliar de Residente,MS,7379609.339699999,7379609.339699999,7379609.339699999,7379609.339699999,7379609.339699999
